Id,Name,Bank,BankState,NAICS,ApprovalDate,ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,DisbursementDate,DisbursementGross,SBA_Appv,GrAppv
13370,1,0,0.0,0,0,0,0,0.20812182741116755,1,0,30,0,0,0,1,30,100000,80000,100000
13371,1,0,0.05,0,2,1,0,0.3282571912013537,1,1,38,0,0,0,2,31,73219,15000,30000
13372,1,0,0.0,0,1,0,1,0.2436548223350254,0,0,30,0,0,0,1,23,50000,40000,50000
13373,0,0,0.0,0,1,0,1,0.21150592216582065,1,0,32,1,0,0,2,38,150000,127500,150000
13374,0,0,0.0,0,1,1,0,0.5617597292724196,1,1,35,1,0,0,3,13,50911,25000,50000
13375,1,0,0.0,0,0,0,0,0.001692047377326565,0,0,18,1,1,0,1,26,76000,57000,76000
13376,0,0,0.0,0,1,0,1,0.2250423011844332,1,0,33,0,0,0,0,38,69000,58650,69000
13377,1,0,0.0125,0,1,0,0,0.2250423011844332,1,0,33,1,0,0,3,16,52800,26400,52800
13378,0,0,0.05,0,2,1,0,0.7512690355329951,1,1,38,1,0,0,1,5,1491742,100000,200000
13379,1,0,0.05,0,1,1,0,0.9035532994923858,1,1,36,0,0,0,3,16,40000,20000,40000
13380,0,1,0.0625,0,2,1,0,0.7851099830795262,1,1,38,1,0,0,3,45,96083,25000,50000
13381,1,0,0.0,0,0,0,0,0.1996615905245347,1,1,29,1,1,0,2,38,523500,392625,523500
13382,1,1,0.0,0,1,0,0,0.6395939086294417,1,1,37,1,1,0,3,24,1150000,862500,1150000
13383,1,0,0.0,0,0,0,0,0.3197969543147208,0,0,25,0,1,0,0,52,280000,196000,280000
13384,0,0,0.0125,0,1,1,0,0.3739424703891709,1,1,33,0,0,0,3,51,6093,3000,6000
13385,0,0,0.0,0,0,0,0,0.00338409475465313,0,0,15,1,0,0,3,51,50000,45000,50000
13386,1,0,0.0125,0,1,0,0,0.9035532994923858,1,1,37,1,0,0,3,14,25000,12500,25000
13387,1,0,0.225,0,1,1,0,0.2554991539763113,1,1,32,1,1,0,3,16,134851,40200,80400
13388,1,0,0.0,0,2,0,1,0.5025380710659898,1,1,35,0,1,0,3,14,25000,21250,25000
13389,1,0,0.0,0,0,0,0,0.34856175972927245,1,0,27,1,1,0,3,34,565000,424125,565500
13390,0,0,0.05,0,1,0,0,0.6091370558375635,1,1,39,1,0,0,3,24,15000,12750,15000
13391,1,0,0.0,0,0,0,0,0.637901861252115,1,0,26,0,0,0,3,34,425000,297500,425000
13392,0,0,0.025,0,1,0,0,0.9526226734348562,1,1,38,1,0,0,3,14,25000,12500,25000
13393,1,0,0.025,0,1,0,0,0.4348561759729273,1,1,34,1,0,0,3,24,190000,142500,190000
13394,0,0,0.0,0,0,0,1,0.2656514382402707,1,0,30,1,0,0,0,28,52000,57600,72000
13395,1,0,0.075,0,1,0,0,0.9475465313028764,1,1,38,1,0,0,3,27,49416,25000,50000
13396,1,0,0.25,0,1,1,0,0.9441624365482234,1,1,38,0,1,0,3,52,79421,25000,50000
13397,1,0,1.0,0,0,0,0,0.021996615905245348,0,1,30,0,2,0,1,43,209000,209000,209000
13398,1,0,0.0125,0,1,0,0,0.4923857868020304,1,1,35,0,0,0,3,14,50000,25000,50000
13399,1,0,0.0,0,0,0,0,0.2656514382402707,1,0,29,1,0,0,3,34,268000,201000,268000
13400,0,0,0.0375,0,1,0,0,0.22165820642978004,1,1,32,1,0,0,2,52,149000,111750,149000
13401,0,0,0.0,0,0,0,0,0.5008460236886633,1,0,26,0,1,0,3,24,155000,139500,155000
13402,1,0,0.0,0,0,0,0,0.5499153976311336,0,1,26,1,1,0,3,50,225000,157500,225000
13403,1,0,0.0,0,0,1,0,0.21658206429780036,1,0,29,0,0,0,3,22,100000,50000,100000
13404,0,0,0.05,0,2,1,0,0.9170896785109984,1,1,37,1,0,0,3,51,10000,5000,10000
13405,1,0,0.0375,0,1,1,0,0.19796954314720813,1,0,40,0,0,0,3,45,62310,12500,25000
13406,1,0,0.0,0,0,0,0,0.18781725888324874,0,1,29,1,1,0,1,16,100000,80000,100000
13407,1,0,0.1375,0,2,0,0,0.008460236886632827,1,1,34,0,1,0,0,11,209000,209000,209000
13408,1,0,0.0,0,0,0,0,0.18274111675126906,0,0,28,0,1,0,1,24,100000,75000,100000
13409,1,0,0.025,0,1,1,0,0.7851099830795262,1,1,38,1,0,0,3,51,17196,6000,12000
13410,1,0,0.05,0,1,1,0,0.9475465313028764,1,1,38,1,0,0,3,51,127500,37500,75000
13411,0,1,0.1625,0,2,1,0,0.8307952622673435,1,1,37,0,1,0,1,33,10000,5000,10000
13412,1,0,0.025,0,1,0,0,0.6091370558375635,1,1,39,1,0,0,3,24,5000,4250,5000
13413,1,0,0.0,0,1,0,0,0.005076142131979695,1,0,42,0,0,0,1,24,217000,217000,217000
13414,1,0,0.0,0,0,0,0,0.1692047377326565,1,1,27,0,0,0,3,24,45000,33750,45000
13415,0,0,0.0,0,2,0,1,0.6920473773265652,1,1,36,0,0,0,0,52,25000,21250,25000
13416,0,0,0.0,0,1,0,0,0.023688663282571912,1,1,37,0,0,0,1,14,188000,188000,188000
13417,1,0,0.5625,0,0,1,0,0.3130287648054145,1,0,30,1,1,0,3,45,40000,20000,40000
13418,1,0,0.0,0,0,0,1,0.34856175972927245,1,0,27,1,0,0,0,26,20000,16000,20000
13419,1,0,0.2,0,1,0,0,0.3976311336717428,1,1,35,0,1,0,1,19,50000,25000,50000
13420,0,0,0.0375,0,1,1,0,0.06598984771573604,1,0,41,0,0,0,3,45,50000,25000,50000
13421,0,0,0.0,0,0,0,1,0.2250423011844332,0,1,30,1,0,0,0,36,70000,56000,70000
13422,1,0,0.025,0,2,0,0,0.9035532994923858,1,1,37,1,0,0,3,14,35000,17500,35000
13423,1,0,0.0,0,0,0,1,0.637901861252115,1,0,26,0,0,0,0,19,49500,44550,49500
13424,1,0,0.025,0,1,1,0,0.6514382402707276,1,1,38,1,0,0,3,51,37500,12500,25000
13425,1,0,0.0375,0,1,1,0,0.6548223350253807,1,1,36,1,0,0,3,52,51736,10000,20000
13426,1,0,0.1,0,1,1,0,0.8950930626057529,1,1,37,1,0,0,3,34,58207,17500,35000
13427,1,0,0.025,0,0,0,0,0.5854483925549916,1,1,35,1,0,0,3,24,5000,4250,5000
13428,1,0,0.0875,0,1,0,0,0.24027072758037224,1,0,33,1,0,0,1,24,50000,42500,50000
13429,1,0,0.25,0,1,1,0,0.622673434856176,1,1,38,0,1,0,3,52,54709,10000,20000
13430,1,0,0.0625,0,1,1,0,0.4230118443316413,1,1,35,1,0,0,3,52,30397,12500,25000
13431,1,0,0.525,0,1,0,0,0.5296108291032149,1,1,35,1,1,0,2,1,525000,393750,525000
13432,1,0,0.0,0,0,0,0,0.2250423011844332,0,0,21,0,0,0,3,7,25000,20000,25000
13433,1,0,0.0,407,1,0,0,0.5296108291032149,1,1,35,0,1,0,1,38,178366,150000,200000
13434,1,0,0.0,0,0,0,1,0.6988155668358714,0,0,26,0,0,0,3,45,90000,72000,90000
13435,1,0,0.0875,0,1,1,0,0.6395939086294417,1,1,37,1,0,0,3,45,480608,50000,100000
13436,0,1,0.0125,408,2,0,0,0.910321489001692,1,1,37,0,0,0,0,11,300000,225000,300000
13437,0,0,0.0,0,1,0,0,0.7851099830795262,1,1,38,1,0,0,3,24,5000,4250,5000
13438,1,0,0.075,0,1,0,0,0.17089678510998307,1,0,40,1,0,0,0,11,100000,90000,100000
13439,1,0,0.025,0,2,1,0,0.005076142131979695,1,0,42,0,0,0,3,52,10000,8500,10000
13440,1,0,0.0125,0,1,1,0,1.0,1,1,38,0,0,0,3,52,37127,5000,10000
13441,1,0,0.0625,0,1,0,0,0.9170896785109984,1,1,37,1,0,0,1,22,46000,34500,46000
13442,1,0,0.0625,0,2,1,0,0.9170896785109984,1,1,37,1,0,0,3,51,19691,5000,10000
13443,1,0,0.0,0,0,0,0,0.001692047377326565,1,1,24,1,1,0,0,31,55000,49500,55000
13444,0,0,0.025,0,1,1,0,0.2554991539763113,1,0,33,0,0,0,3,51,10000,5000,10000
13445,0,0,0.0,0,1,0,0,0.5025380710659898,1,1,35,1,1,0,0,33,170000,127500,170000
13446,1,1,0.0,0,1,0,0,0.01353637901861252,1,0,35,0,1,0,0,24,831000,831000,831000
13447,1,0,0.0125,0,1,1,0,0.3739424703891709,1,1,33,1,0,0,3,51,9900,5000,10000
13448,1,0,0.0375,0,1,0,0,0.7512690355329951,1,1,38,0,0,0,3,52,20000,10000,20000
13449,1,0,0.0,0,0,0,0,0.19120135363790186,0,0,28,1,1,0,1,43,645000,483750,645000
13450,0,0,0.05,0,1,1,0,0.9526226734348562,1,1,38,1,0,0,3,45,75387,12500,25000
13451,0,0,0.0625,0,1,0,0,0.9153976311336718,1,1,39,1,0,0,3,24,7500,6375,7500
13452,1,0,0.15,0,2,1,0,0.6971235194585449,1,1,36,1,0,0,0,7,53454,12500,25000
13453,1,0,0.0,0,0,0,0,0.2436548223350254,1,0,22,0,0,0,0,44,400000,333200,400000
13454,1,0,0.0,0,0,0,0,0.2588832487309645,0,0,28,1,0,0,0,3,150000,112500,150000
13455,1,0,0.0125,0,2,0,0,0.9526226734348562,1,1,38,1,0,0,3,24,15000,12750,15000
13456,1,0,0.0125,0,1,0,0,0.7783417935702199,1,1,36,1,0,0,3,14,100000,50000,100000
13457,0,0,0.0,0,0,0,0,0.001692047377326565,0,0,18,1,0,0,3,51,50000,45000,50000
13458,1,0,0.05,0,1,1,0,1.0,1,1,38,0,0,0,2,34,167280,32500,65000
13459,1,0,0.025,0,1,1,0,0.6700507614213198,1,1,36,1,0,0,3,34,33990,12500,25000
13460,1,0,0.0,0,0,0,0,0.19120135363790186,0,0,27,1,0,0,1,15,115000,86250,115000
13461,1,0,0.0,0,1,1,0,0.3874788494077834,1,0,34,1,0,0,2,31,9377,7500,15000
13462,1,0,0.0625,0,1,0,0,0.5296108291032149,1,1,35,1,0,0,3,14,50000,25000,50000
13463,1,0,0.0875,0,1,1,0,0.6700507614213198,1,1,36,1,0,0,3,34,97942,27500,55000
13464,0,0,0.025,0,1,1,0,0.5854483925549916,1,1,39,1,0,0,3,45,267484,40000,80000
13465,0,0,0.0,0,0,0,0,0.5329949238578681,0,0,25,0,0,0,3,16,180000,135000,180000
13466,1,0,0.0125,0,1,1,0,0.4382402707275804,1,1,39,0,0,0,3,51,21343,5000,10000
13467,1,0,0.0375,0,2,1,0,0.910321489001692,1,1,37,1,0,0,3,16,106000,43750,87500
13468,1,0,0.0,0,0,0,1,0.030456852791878174,0,1,27,1,0,0,3,48,100000,80000,100000
13469,1,0,0.0,0,0,0,0,0.2588832487309645,0,0,23,1,0,0,3,51,125000,106250,125000
13470,1,0,0.0625,0,1,0,0,0.6852791878172588,1,1,36,1,0,0,3,14,125000,62500,125000
13471,1,0,0.0375,0,1,1,0,0.8747884940778342,1,1,38,1,0,0,3,51,40915,17500,35000
13472,1,0,0.0125,0,1,1,0,0.8307952622673435,1,1,37,1,0,0,3,34,24327,10000,20000
13473,1,0,0.0625,0,1,1,0,0.8307952622673435,1,1,37,1,0,0,3,34,86105,22500,45000
13474,1,0,0.0125,0,1,1,0,0.9441624365482234,1,1,38,0,0,0,3,16,26476,7500,15000
13475,1,0,0.125,0,1,0,0,0.00338409475465313,1,0,41,1,0,0,3,45,49200,24600,49200
13476,1,0,0.0,0,2,0,0,0.2656514382402707,1,0,32,1,0,0,0,11,898600,673968,898624
13477,1,0,0.05,41,1,0,0,0.5617597292724196,1,1,35,0,0,1,3,27,150000,127500,150000
13478,1,0,0.0125,0,1,0,0,1.0,1,1,38,1,0,0,3,24,10000,8500,10000
13479,1,0,0.0,0,0,1,0,0.2622673434856176,1,1,28,0,0,0,3,34,30605,12500,25000
13480,0,0,0.05,0,2,1,0,0.622673434856176,1,1,37,0,0,0,3,45,25000,12500,25000
13481,1,0,0.0,0,1,0,0,0.5939086294416244,1,1,35,1,0,0,3,14,25000,12500,25000
13482,0,0,0.0125,0,2,0,0,0.17089678510998307,1,0,40,0,0,0,1,52,60000,54000,60000
13483,1,0,0.0875,0,1,1,0,0.03722504230118443,1,0,43,1,0,0,3,34,138744,50000,100000
13484,1,0,0.0125,0,1,1,0,0.637901861252115,1,1,39,1,0,0,3,52,36276,5000,10000
13485,1,0,0.0625,0,2,0,0,0.3874788494077834,1,1,34,1,0,0,3,51,24000,12000,24000
13486,1,0,0.0,0,0,0,0,0.22165820642978004,0,0,29,1,0,0,3,13,125000,93750,125000
13487,1,0,0.1,0,1,0,0,0.5431472081218274,1,1,34,0,0,0,0,2,552000,414000,552000
13488,1,0,0.2,0,1,0,0,0.3197969543147208,1,1,33,0,1,0,3,52,500000,375000,500000
13489,1,0,0.0,0,2,0,1,0.4534686971235194,1,1,34,1,0,0,1,38,60000,51000,60000
13490,1,0,0.0,0,2,0,0,0.21489001692047374,1,0,32,1,1,0,3,45,412500,309375,412500
13491,1,0,0.0,0,0,0,1,0.5228426395939086,0,0,27,1,0,0,3,52,100000,80000,100000
13492,0,0,0.0,0,0,0,0,0.27749576988155666,0,0,23,1,0,0,1,19,40000,36000,40000
13493,1,0,0.0125,0,1,0,0,0.8054145516074449,1,1,38,1,0,0,3,24,20000,10000,20000
13495,1,0,0.0125,0,0,0,0,0.3824027072758037,1,1,35,0,0,0,3,24,5000,4250,5000
13496,1,0,0.0,0,0,0,1,0.5499153976311336,0,0,26,0,0,0,2,10,45800,41220,45800
13497,0,0,0.0375,0,1,0,0,0.5939086294416244,1,1,36,1,0,0,3,16,25000,12500,25000
13498,0,0,0.025,0,1,0,0,0.7343485617597293,1,1,36,1,0,0,3,24,5000,4250,5000
13499,1,0,0.0,0,0,0,0,0.001692047377326565,0,0,14,0,0,0,0,52,69000,62100,69000
13500,0,0,0.0,0,1,0,0,0.5296108291032149,1,1,35,0,1,0,0,33,340000,255000,340000
13501,0,0,0.0,0,0,0,0,0.01015228426395939,0,0,16,0,1,0,0,17,294000,294000,294000
13502,0,0,0.125,0,2,1,0,0.9018612521150592,1,1,37,0,0,0,3,13,58318,10000,20000
13503,1,0,0.0625,0,1,1,0,0.9170896785109984,1,1,37,0,0,0,3,52,19078,5000,10000
13504,1,0,0.175,0,1,1,0,0.9170896785109984,1,1,37,1,1,0,3,51,100000,50000,100000
13505,1,0,0.0,0,0,0,0,0.015228426395939087,0,0,14,0,1,0,0,20,177000,177000,177000
13506,1,0,0.0125,0,0,0,0,0.015228426395939087,1,0,29,0,0,0,1,43,200000,200000,200000
13507,1,0,0.0,0,0,0,1,0.001692047377326565,1,0,28,1,0,0,3,27,25000,20000,25000
13508,1,0,0.0,0,0,0,1,0.6988155668358714,1,0,26,0,1,0,1,8,50000,43600,50000
13509,1,0,0.625,0,1,0,0,0.2554991539763113,1,1,33,0,1,0,3,33,1500000,999880,1500000
13510,0,0,0.0,0,0,0,0,0.2436548223350254,1,0,22,1,1,0,1,23,175000,148750,175000
13511,0,0,0.0,0,1,0,0,0.00676818950930626,1,0,41,1,0,0,3,24,20000,18000,20000
13512,1,0,0.1625,0,1,0,0,0.2808798646362098,1,1,33,1,1,0,2,52,380000,285000,380000
13513,1,0,0.0,0,0,0,1,0.20812182741116755,0,1,30,0,0,0,1,16,20000,16000,20000
13514,1,0,0.1375,0,1,0,0,0.6091370558375635,1,1,36,0,1,0,2,24,30000,15000,30000
13515,1,0,0.15,0,0,0,0,0.2182741116751269,1,0,30,1,1,0,3,34,555000,416250,555000
13516,1,0,0.1,0,1,0,0,0.4348561759729273,1,1,34,1,0,0,1,11,1575000,999999,1750000
13517,1,0,0.0375,0,1,1,0,0.6852791878172588,1,1,36,1,0,0,2,14,76033,25000,50000
13518,0,1,0.025,0,2,1,0,0.1658206429780034,1,0,39,0,0,0,3,27,37500,12500,25000
13519,1,0,0.0,95,0,0,1,0.1692047377326565,0,0,27,0,1,0,1,24,100000,80000,100000
13520,0,0,0.0,409,0,0,0,0.3840947546531303,0,0,24,0,0,0,2,15,42200,37980,42200
13521,1,0,0.0625,0,1,1,0,0.24027072758037224,1,1,38,0,0,0,3,27,145970,50000,100000
13522,0,0,0.0,0,1,0,0,0.9018612521150592,1,1,37,1,0,0,0,3,134500,126600,168800
13523,0,0,0.0,0,0,0,0,0.1692047377326565,0,1,27,1,0,0,0,25,124500,127500,170000
13524,0,0,0.0125,0,1,0,0,0.5211505922165821,1,1,35,1,0,0,3,24,5000,4250,5000
13525,1,0,0.0,0,1,0,0,0.2182741116751269,0,0,31,1,0,0,1,19,220000,165000,220000
13526,0,0,0.0,0,0,0,1,0.21658206429780036,0,0,28,0,0,0,1,20,45000,36000,45000
13527,1,0,0.0,0,2,0,0,1.0,1,1,38,1,0,0,1,52,200000,150000,200000
13528,1,0,0.0625,0,2,1,0,0.6091370558375635,1,1,39,1,0,0,3,14,63642,12500,25000
13529,1,0,0.0375,0,1,0,0,0.9441624365482234,1,1,38,1,0,0,3,51,50000,25000,50000
13530,1,0,0.275,0,1,1,0,0.2808798646362098,1,0,33,1,1,0,3,45,240472,75000,150000
13531,1,0,0.15,16,1,0,0,0.07952622673434856,1,1,41,1,1,0,3,24,35000,35000,35000
13532,1,0,0.1,0,1,1,0,0.9153976311336718,1,1,39,1,0,0,3,51,12809,5000,10000
13533,1,0,0.1875,0,1,1,0,0.7275803722504229,1,1,35,0,1,0,3,51,220000,75000,150000
13534,0,0,0.0125,0,1,1,0,0.9475465313028764,1,1,38,1,0,0,3,34,85576,15000,30000
13535,1,0,0.0875,0,1,0,0,0.6091370558375635,1,1,39,1,0,0,3,45,25000,12500,25000
13536,1,0,0.0,0,0,0,0,0.3790186125211506,0,0,25,0,1,0,2,34,54500,43600,54500
13537,1,0,0.1375,0,1,0,0,0.9526226734348562,1,1,38,0,1,0,3,14,50000,25000,50000
13538,1,0,0.0,0,0,0,0,0.5329949238578681,0,0,25,1,0,0,0,27,157000,133450,157000
13539,1,0,0.1125,0,1,0,0,0.7275803722504229,1,1,35,1,0,0,3,14,50000,25000,50000
13540,1,0,0.3125,51,2,0,0,0.021996615905245348,1,1,37,0,1,0,1,7,499000,499000,499000
13541,1,0,0.0125,0,0,0,0,0.3824027072758037,1,1,35,1,0,0,3,24,5000,4250,5000
13542,0,0,0.075,0,1,0,0,0.9018612521150592,1,1,37,1,0,0,3,45,97100,82535,97100
13543,1,0,0.0625,0,1,0,0,0.7783417935702199,1,1,36,1,0,0,1,21,632000,474000,632000
13544,1,0,0.0,0,0,0,1,0.21996615905245348,0,1,28,0,0,0,0,49,100000,80000,100000
13545,0,0,0.0125,0,1,0,0,0.5854483925549916,1,1,39,1,0,0,0,24,44400,37740,44400
13546,1,0,0.0875,0,1,1,0,0.7021996615905245,1,1,36,1,0,0,3,52,173138,12500,25000
13547,1,0,0.0,0,0,1,0,0.1996615905245347,0,0,29,0,0,0,1,24,38000,19000,38000
13548,0,0,0.0,0,1,1,0,0.27749576988155666,1,0,33,0,0,0,1,13,123130,50000,100000
13549,1,0,0.05,0,1,0,0,0.622673434856176,1,1,39,1,0,0,3,24,15000,12750,15000
13550,0,0,0.0,257,1,0,0,0.4145516074450085,1,1,34,1,1,0,0,51,210000,157500,210000
13551,1,0,0.0375,0,2,0,0,0.5211505922165821,1,1,35,1,0,0,3,24,10000,8500,10000
13552,1,0,0.15,410,1,0,0,0.9170896785109984,1,1,37,1,1,0,3,27,1325000,993750,1325000
13553,1,0,0.175,0,1,0,0,0.001692047377326565,1,0,42,1,1,0,2,1,15000,7500,15000
13554,1,0,0.125,0,1,0,0,0.018612521150592216,1,1,36,0,0,0,1,24,132000,132000,132000
13555,1,0,0.025,0,1,0,0,0.622673434856176,1,1,39,1,0,0,3,24,50000,42500,50000
13556,1,0,0.0125,0,1,1,0,0.5939086294416244,1,1,36,1,0,0,3,51,50000,25000,50000
13557,0,0,0.0,0,1,0,0,0.7868020304568528,1,1,38,0,0,0,0,38,200000,150000,200000
13558,1,0,0.25,0,1,0,0,0.34348561759729274,1,0,33,0,1,0,0,47,1333400,999996,1333400
13559,1,0,0.025,0,1,1,0,0.9441624365482234,1,1,38,1,0,0,2,34,46351,10000,20000
13560,1,0,0.0125,0,1,1,0,0.8747884940778342,1,1,38,1,0,0,3,45,25000,12500,25000
13561,0,0,0.025,0,2,0,0,0.8054145516074449,1,1,38,1,0,0,1,19,50000,25000,50000
13562,1,0,0.0,0,0,0,0,0.2250423011844332,0,0,21,1,0,0,3,34,420000,336000,420000
13563,1,0,0.025,0,1,0,0,0.7021996615905245,1,1,36,0,0,0,0,23,30600,15300,30600
13564,0,0,0.0375,0,1,0,0,0.3570219966159052,1,0,34,1,0,0,2,52,106000,53000,106000
13565,0,0,0.0,0,0,0,0,0.5499153976311336,0,0,26,0,0,0,1,6,500000,375000,500000
13566,1,0,0.0,0,0,0,0,0.001692047377326565,0,0,15,0,0,0,0,24,250000,225000,250000
13567,0,0,0.0,0,0,0,0,0.00338409475465313,0,0,10,1,0,0,2,50,370000,333000,370000
13568,1,0,0.0,0,2,0,0,0.21150592216582065,1,0,32,1,1,0,0,19,300000,225000,300000
13569,1,0,0.0,0,0,1,0,0.19120135363790186,0,0,28,0,0,0,2,27,199999,50000,100000
13570,0,0,0.0,0,0,0,0,0.00338409475465313,0,0,16,1,0,0,3,4,119000,107100,119000
13571,1,0,0.0125,0,2,1,0,0.6091370558375635,1,1,36,1,0,0,3,16,153628,37500,75000
13572,0,0,0.0625,0,1,0,0,0.6091370558375635,1,1,39,1,0,0,3,24,20000,17000,20000
13573,1,0,0.05,0,1,0,0,0.9475465313028764,1,1,38,0,0,0,3,14,35000,17500,35000
13574,0,0,0.0,0,0,0,1,0.6040609137055838,0,0,26,0,0,0,1,41,50000,45000,50000
13575,0,0,0.0,0,0,0,1,0.5499153976311336,0,0,26,0,0,0,3,47,100000,90000,100000
13576,1,0,0.125,0,2,0,0,0.9441624365482234,1,1,38,1,0,0,3,14,75000,37500,75000
13577,0,0,0.0,0,0,0,0,0.018612521150592216,0,0,26,0,0,0,0,51,204000,204000,204000
13578,1,0,0.1625,0,1,0,0,0.6920473773265652,1,1,36,0,1,0,1,24,236036,262500,350000
13579,1,0,0.0125,0,1,1,0,0.8054145516074449,1,1,38,1,0,0,3,52,103985,25000,50000
13580,1,0,0.0,0,0,0,0,0.2436548223350254,1,0,21,1,1,0,1,10,2749853,749925,2750000
13581,0,0,0.05,0,1,1,0,0.9441624365482234,1,1,38,1,0,0,3,45,74552,12500,25000
13582,1,0,0.05,0,1,0,0,0.910321489001692,1,1,37,1,0,0,3,51,102559,25000,50000
13583,0,0,0.0375,0,1,0,0,0.6091370558375635,1,1,39,1,0,0,3,24,20000,17000,20000
13584,1,0,0.0,0,1,0,0,0.9475465313028764,1,1,38,1,1,0,0,38,900000,675000,900000
13585,1,0,0.0,0,0,0,1,0.5008460236886633,0,1,27,0,0,0,3,51,35000,28000,35000
13586,1,0,0.05,0,1,1,0,0.6852791878172588,1,1,36,1,0,0,3,51,87500,22500,45000
13587,0,0,0.0375,0,1,1,0,0.9441624365482234,1,0,38,1,0,0,3,45,78012,12500,25000
13588,1,0,0.0,0,1,0,0,0.2436548223350254,0,0,30,0,1,0,0,38,1200000,750000,1200000
13589,0,0,0.0375,0,1,1,0,0.6395939086294417,1,1,37,0,0,0,3,16,324563,50000,100000
13590,0,0,0.0,0,0,0,1,0.637901861252115,0,0,26,0,0,0,0,52,25000,22500,25000
13591,1,0,0.0,0,0,0,0,0.2588832487309645,0,1,24,0,0,0,1,38,1014608,749998,1014608
13592,1,0,0.0375,0,1,1,0,0.61082910321489,1,1,39,1,0,0,3,14,126439,25000,50000
13593,1,0,0.0,0,0,0,0,0.2588832487309645,0,0,22,1,1,0,0,33,75000,67500,75000
13594,1,0,0.0125,0,0,0,0,0.3739424703891709,1,1,33,1,0,0,3,24,5000,4250,5000
13595,1,0,0.0125,0,1,1,0,0.7868020304568528,1,1,37,0,0,0,3,34,126810,10000,20000
13596,1,1,0.1,0,1,0,0,0.018612521150592216,1,0,33,0,0,0,0,11,623000,623000,623000
13597,0,0,0.0,0,1,0,1,0.3739424703891709,1,0,33,1,1,0,2,31,146000,124100,146000
13598,1,0,0.0,0,0,0,0,0.00338409475465313,0,0,17,1,0,0,0,50,20000,18000,20000
13599,0,0,0.0,11,1,0,0,0.6582064297800339,1,1,36,1,0,0,3,24,130000,110500,130000
13600,1,0,0.0125,0,2,1,0,0.6852791878172588,1,1,36,1,0,0,3,34,48738,10000,20000
13601,0,0,0.0,0,0,0,0,0.2538071065989848,0,0,30,1,0,0,2,52,300000,225000,300000
13602,1,0,0.0,0,0,0,0,0.00676818950930626,0,0,15,0,1,0,0,16,214000,214000,214000
13603,1,0,0.0,0,0,0,0,0.5329949238578681,0,0,25,0,0,0,3,21,18000,16200,18000
13604,1,0,0.0875,0,1,1,0,0.21996615905245348,1,0,40,1,0,0,1,31,45610,15000,30000
13605,1,0,0.0,0,1,0,0,0.24196277495769886,1,0,32,0,1,0,0,52,750000,562500,750000
13606,1,0,0.0,0,0,0,0,0.2250423011844332,0,0,22,0,0,0,1,24,283900,241315,283900
13607,1,0,0.0,0,0,0,0,0.2250423011844332,0,0,22,1,1,0,2,1,54750,46538,54750
13608,1,0,0.0125,0,2,0,0,0.9441624365482234,1,1,38,1,0,0,0,17,25000,12500,25000
13609,1,0,0.0375,0,1,0,0,0.6700507614213198,1,1,37,0,0,0,3,51,50000,25000,50000
13610,1,0,0.0,0,0,0,1,0.5499153976311336,0,0,26,0,0,0,0,38,49500,44550,49500
13611,1,1,0.6,0,0,0,0,0.04230118443316413,0,0,27,0,0,0,0,51,300000,300000,300000
13612,1,0,0.0625,0,1,0,0,0.2182741116751269,0,0,31,0,0,0,3,34,89000,71200,89000
13613,1,0,0.175,0,1,0,0,0.2470389170896785,1,0,39,1,1,0,3,24,301000,225750,301000
13614,0,0,0.0125,0,1,1,0,0.8747884940778342,1,1,38,1,0,0,3,34,22664,7500,15000
13615,0,0,0.0,0,1,0,0,0.22165820642978004,1,0,31,1,1,0,1,38,290000,217500,290000
13616,1,1,0.0,0,0,0,0,0.01692047377326565,1,0,29,0,0,0,1,39,310000,310000,310000
13617,1,0,0.0,0,1,0,0,0.7021996615905245,1,1,36,1,0,0,3,14,50000,25000,50000
13618,0,0,0.0125,0,1,0,0,0.7783417935702199,1,1,36,1,0,0,3,24,10000,8500,10000
13619,1,0,0.0,0,0,0,0,0.5008460236886633,1,0,26,1,0,0,3,51,75000,37500,75000
13620,1,0,0.0,0,1,0,1,0.2588832487309645,1,1,31,1,1,0,3,5,68000,54400,68000
13621,0,0,0.0875,0,1,0,0,0.19796954314720813,1,0,40,1,0,0,2,1,735500,661950,735500
13622,0,0,0.0375,0,1,0,0,0.7868020304568528,1,1,37,0,0,0,3,24,5000,4250,5000
13623,1,0,0.075,0,1,1,0,0.7512690355329951,1,1,38,1,0,0,3,51,35000,17500,35000
13624,0,0,0.0,0,2,0,1,0.23181049069373946,1,0,31,0,0,0,0,26,30000,24000,30000
13625,0,0,0.0,0,0,0,0,0.21658206429780036,1,0,28,1,0,0,1,24,357000,267750,357000
13626,1,0,0.0,0,0,0,0,0.2436548223350254,1,0,30,0,1,0,3,45,450000,337500,450000
13627,1,0,0.025,0,1,0,0,0.04737732656514383,1,0,41,0,0,0,1,13,83000,41500,83000
13628,1,0,0.0,0,1,1,0,0.8307952622673435,1,1,37,1,0,0,2,52,56615,12500,25000
13629,1,0,0.0,0,1,1,0,0.1658206429780034,1,0,40,1,0,0,0,31,99289,25000,50000
13630,1,0,0.15,0,1,0,0,0.03722504230118443,1,0,43,0,1,0,0,24,1027000,770250,1027000
