Id,Name,Bank,BankState
11308,0,0,24
11309,0,3,14
11310,0,3,34
11311,0,1,22
11312,0,1,24
11313,0,3,51
11314,0,3,24
11315,0,3,24
11316,0,3,51
11317,1,3,34
11318,1,0,27
11319,0,3,52
11320,0,3,45
11321,0,3,24
11322,0,1,24
11323,0,3,24
11324,0,3,18
11325,0,1,7
11326,0,1,39
11327,0,2,1
11328,0,0,23
11329,0,3,51
11330,0,3,13
11331,0,3,14
11332,0,3,51
11333,0,3,45
11334,0,1,24
11335,0,2,52
11336,0,0,48
11337,0,3,14
11338,0,1,27
11339,0,3,34
11340,0,3,51
11341,0,2,13
11342,0,3,45
11343,0,0,38
11344,0,3,24
11345,0,3,51
11346,0,0,36
11347,0,3,24
11348,0,0,29
11349,0,3,34
11350,0,3,16
11351,0,3,34
11352,0,1,27
11353,0,3,24
11354,0,3,24
11355,0,2,27
11356,0,2,45
11357,0,3,51
11358,0,0,12
11359,0,1,7
11360,0,3,10
11361,0,3,51
11362,0,3,45
11363,0,3,18
11364,0,3,34
11365,0,0,20
11366,0,1,51
11367,0,2,27
11368,0,1,24
11369,0,3,27
11370,0,1,24
11371,0,3,34
11372,0,1,21
11373,0,3,24
11374,0,3,51
11375,0,2,52
11376,0,3,51
11377,0,0,47
11378,0,0,24
11379,0,3,24
11380,0,3,24
11381,0,1,45
11382,0,3,16
11383,0,1,49
11384,0,0,41
11385,0,3,52
11386,0,3,22
11387,0,0,24
11388,0,3,16
11389,0,2,27
11390,0,3,24
11391,0,1,5
11392,0,2,13
11393,0,1,11
11394,0,1,52
11395,0,1,7
11396,0,3,34
11397,0,3,34
11398,0,0,19
11399,0,3,27
11400,0,1,24
11401,0,3,24
11402,0,3,51
11403,0,3,9
11404,0,0,22
11405,0,1,14
11406,0,2,31
11407,0,3,13
11408,0,3,52
11409,0,1,38
11410,0,0,24
11411,0,0,49
11412,0,3,45
11413,0,2,31
11414,0,0,30
11415,0,1,52
11416,0,0,40
11417,0,3,24
11418,0,3,51
11419,0,0,19
11420,0,3,16
11421,0,3,13
11422,0,0,3
11423,0,3,52
11424,0,3,51
11425,0,3,52
11426,0,3,45
11427,0,3,48
11428,0,1,27
11429,0,1,38
11430,0,2,38
11431,0,3,34
11432,0,3,14
11433,0,0,32
11434,0,3,3
11435,0,0,36
11436,0,3,45
11437,0,3,24
11438,0,3,51
11439,0,3,45
11440,0,2,24
11441,0,0,24
11442,0,2,34
11443,0,0,19
11444,0,2,51
11445,0,3,51
11446,0,2,24
11447,0,1,27
11448,0,1,21
11449,0,3,51
11450,0,3,34
11451,0,1,18
11452,1,1,9
11453,0,2,35
11454,0,0,9
11455,0,3,16
11456,0,3,24
11457,0,3,16
11458,0,3,13
11459,0,3,16
11460,0,0,11
11461,0,3,24
11462,0,3,16
11463,0,3,45
11464,0,1,27
11465,0,2,52
11466,0,2,52
11467,0,3,16
11468,0,3,16
11469,0,0,19
11470,0,3,16
11471,0,3,45
11472,0,2,27
11473,0,3,16
11474,0,2,52
11475,0,3,51
11476,0,0,26
11477,0,3,24
11478,1,2,44
11479,0,3,13
11480,0,3,52
11481,0,1,8
11482,0,0,50
11483,0,1,38
11484,0,0,21
11485,0,3,52
11486,0,3,16
11487,0,1,38
11488,0,1,11
11489,0,0,7
11490,0,1,38
11491,0,2,52
11492,0,3,50
11493,0,3,45
11494,0,0,41
11495,0,2,52
11496,1,0,52
11497,0,3,24
11498,0,3,14
11499,0,3,52
11500,0,2,31
11501,0,0,45
11502,0,3,24
11503,0,1,38
11504,0,0,1
11505,0,0,10
11506,0,3,14
11507,0,0,26
11508,0,0,20
11509,0,0,43
11510,0,2,52
11511,0,1,47
11512,0,1,47
11513,0,3,24
11514,0,2,47
11515,0,1,33
11516,0,1,38
11517,0,3,24
11518,0,1,38
11519,0,0,30
11520,0,3,34
11521,0,2,38
11522,0,2,51
11523,0,3,24
11524,0,3,51
11525,0,2,3
11526,0,3,52
11527,0,3,16
11528,0,3,51
11529,0,3,51
11530,0,3,51
11531,0,3,45
11532,0,3,9
11533,0,1,16
11534,0,3,51
11535,0,0,42
11536,0,3,24
11537,0,3,52
11538,0,3,13
11539,0,0,24
11540,0,0,11
11541,0,1,38
11542,0,0,52
11543,0,0,39
11544,0,0,19
11545,0,3,24
11546,0,1,31
11547,0,2,34
11548,0,3,26
11549,0,1,6
11550,0,0,9
11551,0,1,24
11552,0,3,45
11553,0,3,24
11554,0,3,24
11555,0,3,14
11556,0,0,15
11557,0,3,16
11558,0,0,12
11559,0,2,35
11560,0,3,51
11561,0,1,9
11562,0,1,16
11563,0,0,24
11564,0,3,16
11565,0,1,31
11566,0,3,14
11567,0,3,45
11568,0,0,9
11569,0,3,26
11570,0,1,9
11571,1,3,9
11572,0,3,24
11573,0,3,34
11574,0,3,45
11575,0,3,24
11576,0,1,49
11577,0,0,24
11578,0,0,10
11579,0,3,24
11580,0,0,31
11581,0,3,48
11582,0,0,40
11583,0,3,45
11584,0,0,23
11585,0,2,51
11586,0,2,38
11587,0,2,34
11588,0,3,24
11589,0,3,51
11590,0,3,51
11591,0,1,17
11592,1,1,24
11593,0,0,38
11594,0,3,45
11595,0,0,28
11596,0,1,7
11597,0,3,51
11598,0,1,19
11599,0,1,24
11600,0,3,31
11601,0,1,24
11602,0,1,49
11603,0,1,47
11604,0,0,46
11605,0,3,16
11606,0,3,27
11607,0,0,18
11608,0,3,51
11609,0,3,47
11610,0,3,14
11611,0,1,9
11612,0,1,34
11613,0,1,24
11614,0,3,34
11615,1,1,24
11616,0,3,34
11617,0,3,24
11618,0,0,7
11619,0,3,51
11620,0,0,5
11621,0,2,38
11622,0,0,22
11623,0,1,5
11624,0,3,48
11625,0,3,16
11626,0,3,45
11627,0,0,24
11628,0,1,22
11629,0,0,12
11630,0,1,5
11631,0,0,19
11632,0,2,47
11633,0,1,43
11634,0,3,27
11635,0,3,51
11636,0,1,23
11637,0,3,51
11638,0,0,28
11639,0,3,52
11640,0,3,24
11641,0,1,24
11642,0,3,51
11643,0,3,16
11644,0,2,52
11645,0,2,38
11646,1,3,27
11647,0,0,50
11648,0,0,11
11649,0,3,45
11650,0,3,52
11651,0,1,8
11652,0,1,13
11653,0,3,16
11654,0,1,21
11655,0,2,35
11656,0,3,14
11657,0,3,9
11658,0,3,34
11659,0,3,51
11660,0,3,11
11661,0,3,24
11662,0,3,16
11663,0,3,45
11664,0,1,52
11665,0,3,16
11666,0,3,34
11667,0,1,19
11668,0,0,19
11669,0,3,51
11670,0,2,32
11671,0,3,51
11672,0,3,51
11673,0,3,16
11674,0,1,46
11675,0,3,27
11676,0,0,44
11677,0,3,34
11678,0,3,51
11679,0,2,31
11680,0,2,1
11681,0,3,51
11682,0,3,14
11683,0,3,45
11684,0,1,26
11685,0,1,22
11686,0,3,51
11687,0,3,24
11688,0,1,46
11689,0,3,13
11690,0,3,45
11691,0,2,51
11692,0,0,36
11693,0,3,27
11694,0,3,45
11695,0,3,24
11696,0,3,16
11697,0,3,24
11698,0,3,50
11699,0,3,52
11700,0,3,47
11701,0,1,20
11702,0,3,16
11703,0,2,50
11704,0,3,24
11705,0,3,27
11706,0,1,5
11707,0,3,51
11708,0,3,24
11709,0,3,24
11710,0,2,13
11711,0,0,39
11712,0,0,10
11713,0,3,13
11714,0,1,7
11715,0,3,52
11716,0,1,4
11717,0,0,24
11718,0,2,52
11719,0,1,33
11720,0,3,51
11721,0,3,51
11722,0,2,14
11723,0,0,45
11724,0,3,52
11725,0,3,16
11726,0,1,36
11727,0,1,24
11728,0,3,24
11729,0,3,24
11730,0,1,11
11731,0,1,24
11732,0,3,27
11733,0,1,24
11734,0,3,45
11735,0,1,6
11736,0,3,22
11737,0,3,24
11738,0,0,18
11739,0,0,24
11740,0,3,34
11741,0,1,12
11742,0,2,27
11743,0,3,13
11744,0,3,24
11745,0,3,24
11746,0,3,16
11747,0,3,51
11748,0,3,52
11749,0,3,24
11750,0,3,13
11751,0,1,22
11752,0,1,34
11753,0,3,14
11754,0,0,32
11755,0,3,13
11756,0,3,24
11757,0,3,45
11758,0,3,52
11759,0,3,51
11760,0,3,51
11761,0,2,15
11762,0,0,22
11763,0,3,34
11764,0,2,51
11765,0,2,52
11766,0,2,51
11767,0,0,45
11768,0,3,27
11769,0,3,52
11770,0,0,7
11771,0,2,51
11772,0,0,3
11773,0,3,51
11774,0,2,50
11775,0,1,13
11776,0,3,34
11777,0,3,34
11778,0,0,12
11779,0,3,45
11780,0,3,45
11781,0,2,1
11782,0,3,34
11783,0,3,45
11784,0,1,23
11785,0,3,34
11786,0,0,26
11787,0,3,16
11788,0,0,27
11789,0,3,51
11790,0,3,13
11791,0,1,29
11792,0,3,27
11793,0,3,51
11794,0,3,34
11795,0,3,24
11796,0,0,19
11797,0,3,51
11798,0,3,16
11799,0,3,34
11800,0,3,52
11801,0,1,24
11802,0,3,52
11803,0,3,24
11804,0,0,31
11805,0,0,1
11806,0,0,34
11807,0,1,11
11808,0,3,24
11809,0,2,51
11810,0,3,51
11811,0,3,51
11812,0,3,52
11813,0,1,24
11814,0,1,18
11815,0,3,45
11816,0,3,24
11817,0,3,52
11818,0,1,39
11819,0,1,3
11820,0,3,34
11821,0,3,16
11822,0,0,5
11823,0,3,38
11824,0,3,51
11825,0,3,16
11826,0,3,51
11827,0,3,24
11828,0,1,27
11829,0,3,45
11830,0,0,22
11831,0,1,39
11832,0,0,24
11833,0,1,6
11834,0,0,28
11835,0,0,5
11836,0,3,21
11837,0,2,45
11838,0,3,34
11839,0,3,38
11840,0,2,14
11841,0,2,1
11842,0,2,47
11843,0,3,24
11844,0,0,41
11845,0,2,50
11846,0,3,34
11847,0,0,32
11848,0,3,16
11849,0,1,38
11850,0,3,51
11851,1,3,24
11852,0,1,28
11853,0,3,51
11854,0,1,38
11855,0,0,44
11856,0,3,45
11857,0,3,24
11858,1,2,38
11859,0,2,31
11860,0,3,45
11861,0,2,38
11862,0,1,10
11863,0,0,16
11864,0,0,52
11865,0,0,3
11866,0,2,38
11867,0,3,45
11868,0,3,16
11869,0,3,16
11870,0,2,50
11871,0,3,24
11872,0,0,21
11873,0,2,47
11874,0,3,51
11875,0,3,27
11876,0,3,14
11877,0,0,28
11878,0,2,34
11879,0,2,52
11880,0,3,13
11881,0,1,38
11882,0,2,35
11883,0,0,38
11884,0,1,17
11885,0,0,3
11886,0,3,52
11887,0,3,45
11888,0,3,27
11889,0,3,51
11890,0,0,47
11891,0,0,22
11892,0,3,16
11893,0,3,24
11894,0,3,14
11895,0,1,51
11896,0,3,16
11897,0,3,51
11898,0,3,52
11899,0,0,4
11900,0,3,16
11901,0,2,38
11902,0,0,47
11903,0,2,24
11904,0,1,36
11905,0,2,34
11906,0,3,51
11907,0,3,27
11908,1,1,38
11909,0,1,49
11910,0,3,51
11911,0,0,11
11912,0,2,31
11913,0,3,27
11914,0,1,39
11915,0,3,14
11916,0,0,7
11917,0,3,34
11918,0,1,21
11919,0,3,51
11920,0,3,27
11921,0,3,14
11922,0,3,45
11923,0,1,38
11924,0,2,1
11925,0,3,52
11926,0,0,49
11927,0,3,34
11928,0,1,38
11929,0,3,27
11930,0,3,24
11931,0,3,16
11932,0,3,27
11933,0,1,24
11934,0,3,52
11935,0,3,16
11936,0,0,45
11937,0,3,38
11938,0,3,14
11939,0,0,23
11940,0,1,21
11941,0,2,38
11942,0,0,23
11943,0,2,31
11944,0,2,50
11945,0,3,45
11946,0,1,16
11947,0,1,24
11948,0,0,20
11949,0,0,39
11950,0,1,21
11951,0,1,21
11952,0,1,38
11953,0,1,28
11954,0,3,24
11955,0,1,8
11956,0,3,51
11957,0,1,19
11958,0,3,45
11959,0,2,45
11960,0,1,13
11961,0,1,6
11962,0,3,27
11963,0,3,14
11964,0,0,34
11965,0,3,13
11966,0,2,11
11967,0,3,52
11968,0,1,24
11969,0,2,24
11970,0,1,24
11971,0,1,26
11972,0,0,38
11973,0,3,50
11974,0,3,51
11975,0,0,35
11976,0,1,19
11977,0,3,24
11978,0,3,24
11979,0,2,31
11980,0,3,52
11981,0,3,24
11982,0,3,51
11983,0,0,28
11984,0,3,51
11985,0,3,14
11986,0,1,39
11987,0,3,45
11988,0,2,14
11989,0,3,14
11990,0,2,13
11991,0,3,48
11992,0,3,34
11993,0,2,24
11994,0,3,24
11995,0,1,20
11996,0,3,16
11997,0,3,45
11998,0,0,16
11999,0,1,39
12000,0,3,14
12001,0,0,45
12002,0,3,13
12003,0,0,16
12004,0,0,24
12005,0,2,50
12006,0,2,31
12007,0,3,45
12008,0,0,32
12009,0,1,31
12010,0,3,45
12011,0,3,19
12012,0,3,24
12013,0,0,45
12014,0,1,6
12015,0,3,34
12016,0,3,18
12017,0,1,6
12018,0,3,14
12019,0,2,38
12020,0,3,16
12021,0,3,14
12022,0,0,35
12023,0,2,31
12024,0,3,34
12025,0,2,34
12026,0,0,29
12027,0,3,24
12028,0,3,47
12029,0,0,47
12030,1,3,27
12031,0,3,24
12032,0,1,51
12033,0,3,16
12034,0,3,51
12035,0,3,51
12036,0,0,45
12037,0,3,45
12038,0,1,36
12039,0,3,14
12040,0,1,19
12041,0,3,27
12042,0,3,51
12043,0,3,16
12044,0,3,24
12045,0,3,51
12046,0,1,24
12047,0,3,16
12048,0,1,38
12049,0,3,13
12050,0,0,12
12051,0,3,14
12052,0,2,14
12053,0,3,45
12054,0,3,23
12055,0,0,20
12056,0,3,14
12057,0,0,38
12058,0,1,43
12059,0,0,24
12060,0,0,11
12061,0,3,51
12062,0,1,24
12063,0,1,12
12064,0,3,51
12065,0,3,45
12066,0,3,24
12067,0,3,16
12068,0,3,13
12069,0,0,38
12070,0,3,24
12071,0,3,51
12072,0,2,51
12073,0,3,45
12074,0,3,24
12075,0,2,38
12076,0,3,45
12077,0,0,10
12078,0,1,13
12079,0,3,14
12080,0,0,38
12081,0,0,24
12082,0,3,51
12083,0,3,9
12084,0,0,9
12085,0,1,45
12086,0,3,52
12087,0,3,27
12088,0,3,51
12089,0,2,52
12090,0,3,24
12091,0,0,23
12092,0,1,24
12093,0,2,47
12094,0,0,19
12095,0,1,7
12096,0,1,9
12097,0,3,52
12098,0,0,20
12099,0,1,6
12100,0,3,27
12101,0,2,38
12102,0,3,52
12103,0,3,16
12104,0,3,51
12105,0,1,7
12106,0,0,29
12107,0,2,52
12108,0,1,7
12109,0,3,45
12110,0,3,45
12111,0,1,52
12112,0,0,28
12113,0,0,38
12114,0,1,30
12115,0,3,16
12116,0,0,52
12117,0,3,52
12118,0,3,16
12119,0,3,16
12120,0,3,16
12121,0,3,13
12122,0,0,38
12123,0,0,9
12124,0,2,24
12125,0,3,51
12126,0,3,16
12127,0,0,20
12129,0,1,24
12130,0,1,5
12131,0,0,50
12132,0,3,51
12133,0,3,45
12134,0,3,51
12135,0,3,51
12136,0,2,24
12137,0,2,1
12138,0,0,25
12139,0,3,34
12140,0,0,38
12141,0,1,24
12142,0,2,38
12143,0,1,27
12144,0,3,52
12145,0,0,19
12146,0,3,52
12147,0,3,24
12148,0,3,45
12149,0,3,24
12150,0,2,31
12151,0,3,51
12152,0,0,2
12153,0,3,14
12154,0,3,24
12155,0,3,51
12156,0,3,51
12157,0,3,27
12158,1,1,35
12159,0,0,11
12160,0,0,9
12161,0,3,24
12162,0,2,52
12163,0,3,45
12164,0,0,8
12165,0,3,45
12166,1,2,40
12167,0,3,51
12168,0,2,38
12169,0,2,52
12170,0,3,51
12171,0,3,9
12172,0,1,24
12173,0,3,16
12174,0,3,34
12175,0,3,34
12176,0,0,5
12177,0,3,14
12178,0,3,51
12179,0,2,24
12180,0,3,51
12181,1,3,52
12182,0,1,24
12183,0,3,45
12184,0,0,16
12185,0,2,11
12186,0,2,24
12187,0,3,16
12188,0,2,31
12189,0,1,38
12190,0,3,51
12191,0,3,24
12192,0,3,24
12193,0,0,19
12194,0,2,50
12195,0,1,38
12196,0,0,33
12197,0,3,30
12198,0,3,45
12199,0,0,23
12200,0,3,52
12201,0,1,22
12202,0,3,34
12203,0,3,48
12204,0,2,52
12205,0,0,11
12206,0,3,16
12207,0,3,24
12208,0,3,16
12209,0,0,5
12210,0,1,45
12211,0,3,24
12212,0,2,27
12213,0,2,1
12214,1,3,24
12215,0,1,45
12216,0,2,34
12217,0,1,32
12218,0,1,7
12219,0,2,12
12220,0,3,34
12221,0,1,33
12222,0,0,9
12223,0,2,13
12224,0,1,24
12225,0,1,27
12226,0,2,38
12227,0,1,43
12228,0,3,24
12229,0,3,34
12230,0,3,24
12231,0,3,16
12232,0,1,11
12233,0,3,34
12234,0,1,21
12235,0,3,24
12236,0,3,34
12237,0,0,30
12238,0,3,24
12239,0,3,16
12240,0,3,16
12241,0,0,24
12242,0,3,45
12243,0,3,16
12244,0,0,24
12245,0,0,38
12246,0,1,8
12247,0,0,45
12248,0,3,13
12249,0,1,24
12250,0,0,15
12251,0,3,45
12252,0,1,21
12253,0,1,24
12254,0,3,51
12255,0,3,16
12256,0,1,24
12257,0,0,7
12258,0,3,16
12259,0,0,38
12260,0,3,34
12261,0,2,24
12262,0,1,31
12263,0,0,9
12264,0,3,24
12265,0,2,3
12266,0,0,9
12267,0,2,31
12268,0,3,24
12269,0,3,34
12270,0,2,50
12271,0,1,38
12272,0,2,52
12273,0,3,45
12274,0,0,38
12275,0,1,24
12276,0,2,50
12277,0,0,51
12278,0,3,16
12279,0,1,25
12280,0,3,24
12281,0,3,14
12282,0,3,16
12283,0,1,30
12284,0,1,38
12285,0,3,34
12286,0,1,24
12287,0,3,51
12288,0,3,45
12289,0,0,52
12290,0,3,34
12291,0,1,39
12292,0,0,26
12293,0,3,34
12294,0,0,20
12295,0,1,51
12296,0,2,38
12297,0,3,16
12298,0,1,38
12299,0,3,14
12300,0,2,27
12301,1,1,35
12302,0,2,17
12303,0,1,24
12304,0,1,21
12305,0,3,45
12306,0,1,24
12307,0,3,34
12308,0,3,34
12309,0,3,24
12310,0,3,34
12311,0,3,13
12312,0,1,18
12313,0,2,24
12314,0,3,13
12315,0,3,45
12316,0,2,50
12317,0,3,24
12318,0,3,27
12319,0,2,38
12320,0,0,39
12321,0,3,13
12322,0,3,52
12323,0,3,19
12324,0,1,24
12325,0,1,39
12326,0,3,16
12327,0,3,34
12328,0,2,52
12329,0,3,51
12330,0,1,30
12331,0,0,38
12332,0,3,51
12333,0,0,26
12334,0,1,32
12335,0,2,14
12336,0,3,14
12337,0,0,19
12338,0,1,43
12339,0,2,52
12340,0,3,16
12341,0,3,45
12342,0,3,45
12343,0,0,38
12344,0,3,14
12345,0,3,51
12346,0,3,34
12347,0,0,11
12348,0,3,52
12349,0,1,38
12350,0,3,34
12351,0,3,24
12352,0,0,9
12353,0,3,24
12354,0,1,24
12355,0,3,51
12356,0,2,24
12357,0,1,38
12358,0,3,45
12359,0,0,27
12360,0,2,11
12361,0,2,14
12362,0,3,14
12363,0,1,22
12364,0,1,38
12365,0,3,45
12366,0,3,34
12367,0,3,14
12368,0,3,45
12369,0,1,13
12370,0,1,24
12371,0,3,51
12372,0,3,16
12373,0,3,45
12374,0,3,24
12375,0,2,24
12376,0,3,24
12377,0,3,24
12378,0,3,52
12379,0,0,52
12380,0,1,11
12381,0,3,30
12382,0,3,45
12383,0,2,50
12384,0,3,45
12385,0,3,52
12386,0,3,51
12387,0,1,24
12388,0,0,9
12389,0,1,24
12390,0,3,51
12391,0,3,14
12392,0,3,45
12393,0,0,23
12394,0,3,51
12395,0,2,14
12396,0,0,30
12397,0,3,45
12398,0,3,51
12399,0,3,45
12400,0,0,11
12401,0,3,34
12402,0,0,38
12403,0,3,27
12404,0,0,14
12405,0,2,24
12406,0,3,14
12407,0,3,34
12408,0,2,14
12409,0,3,51
12410,0,3,34
12411,0,2,52
12412,0,1,33
12413,0,3,14
12414,0,3,51
12415,0,3,24
12416,0,3,51
12417,0,3,24
12418,0,3,34
12419,0,0,7
12420,0,3,26
12421,0,0,36
12422,0,0,47
12423,0,2,51
12424,0,2,13
12425,0,3,51
12426,0,3,24
12427,0,3,51
12428,0,3,45
12429,0,1,8
12430,0,0,38
12431,0,1,24
12432,0,2,35
12433,0,3,16
12434,0,3,34
12435,0,3,45
12436,0,0,1
12437,0,3,45
12438,0,1,6
12439,0,1,24
12440,0,0,38
12441,0,3,52
12442,0,3,52
12443,0,3,16
12444,0,3,34
12445,0,0,36
12446,0,3,45
12447,0,2,50
12448,0,0,7
12449,0,1,20
12450,0,3,16
12451,0,3,16
12452,0,1,21
12453,0,1,39
12454,0,2,38
12455,0,3,34
12456,0,3,45
12457,0,1,38
12458,0,3,24
12459,0,3,51
12460,0,2,35
12461,0,3,14
12462,0,0,9
12463,0,3,52
12464,0,2,45
12465,0,3,24
12466,0,3,45
12467,0,3,13
12468,0,3,52
12469,0,2,47
12470,0,3,51
12471,0,0,17
12472,0,0,30
12473,0,1,24
12474,0,3,51
12475,0,1,27
12476,0,3,34
12477,0,0,28
12478,0,1,22
12479,0,0,24
12480,0,2,24
12481,0,2,24
12482,0,3,45
12483,0,3,16
12484,0,3,45
12485,0,3,27
12486,0,3,52
12487,0,1,21
12488,0,3,20
12489,0,3,45
12490,0,1,10
12491,0,1,38
12492,0,3,51
12493,0,3,51
12494,0,0,25
12495,0,0,24
12496,0,1,15
12497,0,0,48
12498,0,1,33
12499,0,0,7
12500,0,1,41
12501,0,2,50
12502,0,3,13
12503,0,3,45
12504,0,0,38
12505,0,3,16
12506,0,1,47
12507,0,3,34
12508,0,1,50
12509,0,3,24
12510,0,3,34
12511,0,3,52
12512,0,0,24
12513,0,3,27
12514,0,2,49
12515,0,3,51
12516,0,3,14
12517,0,1,24
12518,0,1,6
12519,0,3,14
12520,0,3,24
12521,0,3,51
12522,0,2,27
12523,0,1,31
12524,0,0,27
12525,0,3,34
12526,0,3,13
12527,0,3,52
12528,0,3,27
12529,0,3,14
12530,0,3,34
12531,0,0,45
12532,0,3,24
12533,0,3,13
12534,0,0,47
12535,0,0,5
12536,0,2,52
12537,0,1,45
12538,0,1,24
12539,0,1,24
12540,0,3,16
12541,0,3,45
12542,0,2,31
12543,0,1,14
12544,0,1,27
12545,0,2,38
12546,0,1,12
12547,0,3,34
12548,0,2,52
12549,0,2,50
12550,0,0,27
12551,0,3,24
12552,0,3,45
12553,0,2,38
12554,0,3,24
12555,0,0,38
12556,0,3,24
12557,0,3,24
12558,0,3,16
12559,0,1,39
12560,0,3,14
12561,0,1,8
12562,0,1,24
12563,0,3,51
12564,0,3,34
12565,0,3,34
12566,0,3,51
12567,0,3,24
12568,0,2,51
12569,0,3,51
12570,0,3,51
12571,1,2,38
12572,0,3,52
12573,0,3,51
12574,0,3,27
12575,0,3,16
12576,0,3,24
12577,0,3,51
12578,0,1,7
12579,0,1,51
12580,0,0,26
12581,0,1,24
12582,0,2,24
12583,0,2,35
12584,0,3,45
12585,0,3,13
12586,0,3,52
12587,0,3,24
12588,0,3,22
12589,0,3,45
12590,0,0,8
12591,0,3,45
12592,0,1,24
12593,0,0,31
12594,0,0,14
12595,0,3,34
12596,0,0,38
12597,0,3,24
12598,0,3,13
12599,0,3,51
12600,0,1,5
12601,0,3,24
12602,0,1,41
12603,0,1,10
12604,0,3,14
12605,0,3,27
12606,0,3,24
12607,0,2,13
12608,0,3,24
12609,0,0,25
12610,0,3,51
12611,0,1,11
12612,0,1,1
12613,0,3,24
12614,0,0,19
12615,0,3,16
12616,0,3,45
12617,0,3,51
12618,0,3,16
12619,0,3,27
12620,0,3,34
12621,0,3,51
12622,0,1,41
12623,0,3,45
12624,0,1,26
12625,0,3,16
12626,0,0,20
12627,0,3,51
12628,0,1,7
12629,0,2,52
12630,1,1,24
12631,0,3,51
12632,0,1,27
12633,0,3,24
12634,0,1,24
12635,0,3,45
12636,0,3,45
12637,0,3,34
12638,0,1,7
12639,0,1,24
12640,0,2,51
12641,0,3,24
12642,0,3,45
12643,0,3,16
12644,0,2,13
12645,0,1,21
12646,0,1,24
12647,0,1,52
12648,0,3,14
12649,0,3,51
12650,0,3,51
12651,0,1,46
12652,0,1,14
12653,0,1,24
12654,0,0,24
12655,0,1,52
12656,0,1,10
12657,0,3,16
12658,0,3,14
12659,0,0,7
12660,0,3,24
12661,0,3,24
12662,0,1,24
12663,0,3,34
12664,0,3,52
12665,0,1,39
12666,0,2,11
12667,0,3,51
12668,0,0,30
12669,0,0,10
12670,0,3,51
12671,0,0,38
12672,0,3,45
12673,0,2,52
12674,0,3,27
12675,0,1,52
12676,0,3,24
12677,0,0,39
12678,0,3,24
12679,0,0,12
12680,0,0,24
12681,0,3,24
12682,0,0,3
12683,0,3,24
12684,0,3,45
12685,0,1,32
12686,0,3,24
12687,0,1,50
12688,0,0,22
12689,0,1,38
12690,0,3,16
12691,0,3,34
12692,0,3,14
12693,0,1,33
12694,0,3,24
12695,0,3,14
12696,0,2,45
12697,0,3,13
12698,0,3,51
12699,0,3,51
12700,0,3,4
12701,0,2,38
12702,0,3,51
12703,1,0,11
12704,0,3,45
12705,0,0,30
12706,0,3,52
12707,0,3,14
12708,0,3,51
12709,0,3,51
12710,0,3,45
12711,0,3,14
12712,0,3,13
12713,0,0,19
12714,0,3,51
12715,0,1,38
12716,0,1,33
12717,0,1,9
12718,0,3,13
12719,0,3,45
12720,0,2,34
12721,0,3,14
12722,0,3,52
12723,0,1,7
12724,0,3,45
12725,0,3,45
12726,0,0,11
12727,0,1,27
12728,0,0,22
12729,0,0,38
12730,0,0,8
12731,0,0,27
12732,0,2,52
12733,0,2,50
12734,0,2,50
12735,0,3,51
12736,0,0,48
12737,0,3,13
12738,1,0,34
12739,0,3,27
12740,0,3,45
12741,0,3,45
12742,0,3,52
12743,0,3,52
12744,0,0,38
12745,0,0,26
12746,0,3,45
12747,0,3,51
12748,0,1,47
12749,0,0,31
12750,0,3,34
12751,0,2,24
12752,0,3,45
12753,0,2,38
12754,0,0,34
12755,0,0,51
12756,0,2,24
12757,0,3,40
12758,0,1,30
12759,0,3,45
12760,0,1,36
12761,0,3,45
12762,0,2,51
12763,0,3,51
12764,0,0,24
12765,0,2,51
12766,0,1,24
12767,0,3,24
12768,0,0,25
12769,0,3,34
12770,0,0,38
12771,0,3,16
12772,0,3,24
12773,0,1,7
12774,0,3,13
12775,0,3,51
12776,0,0,18
12777,0,3,24
12778,0,1,42
12779,0,3,14
12780,0,0,30
12781,0,3,45
12782,0,1,41
12783,0,3,13
12784,0,1,36
12785,0,1,1
12786,0,3,34
12787,0,3,24
12788,0,1,27
12789,0,0,24
12790,0,3,4
12791,0,3,45
12792,0,3,16
12793,0,0,24
12794,0,3,24
12795,0,0,38
12796,0,3,20
12797,0,1,19
12798,0,3,51
12799,0,3,51
12800,0,3,16
12801,0,3,24
12802,0,3,16
12803,0,3,16
12804,0,1,45
12805,0,3,45
12806,0,2,35
12807,0,2,34
12808,0,1,24
12809,0,1,24
12810,0,3,45
12811,0,1,19
12812,0,2,52
12813,0,0,45
12814,0,0,34
12815,0,3,14
12816,0,3,51
12817,0,3,34
12818,0,1,21
12819,0,2,52
12820,0,3,24
12821,0,3,14
12822,0,3,27
12823,0,3,24
12824,0,3,16
12825,0,1,24
12826,0,3,52
12827,0,3,16
12828,0,1,11
12829,0,3,14
12830,0,3,24
12831,0,2,52
12832,0,0,17
12833,0,3,8
12834,0,3,51
12835,0,2,38
12836,1,0,22
12837,0,1,24
12838,0,3,16
12839,0,3,45
12840,0,3,14
12841,0,1,24
12842,0,2,50
12843,0,3,52
12844,0,3,51
12845,0,3,16
12846,0,1,27
12847,0,3,51
12848,0,3,27
12849,0,3,24
12850,0,0,23
12851,0,3,20
12852,0,3,24
12853,0,3,14
12854,0,1,42
12855,0,0,36
12856,0,2,50
12857,0,3,14
12858,0,3,34
12859,0,3,24
12860,0,2,27
12861,0,1,52
12862,0,3,24
